name,url,path,aliases,tags
deck,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/deck.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/deck.opus,,
dedicatedram,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dedicatedram.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dedicatedram.opus,,
deeznuts,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/deeznuts.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/deeznuts.opus,deeznutz,
degenerates,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/degenerates.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/degenerates.opus,toddhoward,
dejavu,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dejavu.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dejavu.opus,,anime
deletethatshit,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/deletethatshit.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/deletethatshit.opus,"deleteallthatshit, peggy, deletepeggy",
democracy,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/democracy.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/democracy.opus,"allegiance, republic, obiwandemocracy",starwars
demons,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/demons.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/demons.opus,"yaboi, yaboy, heytheredemons",
dennys,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dennys.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dennys.opus,dennys2am,
depression,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/depression.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/depression.opus,,
depression2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/depression2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/depression2.opus,,
destroythechild,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/destroythechild.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/destroythechild.opus,,alexjones
developers,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/developers.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/developers.opus,,
dickandballs,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dickandballs.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dickandballs.opus,,
dicktree,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dicktree.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dicktree.opus,,
die,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/die.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/die.opus,"youwilldie, notus, youdie",alexjones
dilly,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dilly.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dilly.opus,"dillydilly, budlight",
dime,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dime.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dime.opus,,spongebob
dio,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dio.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dio.opus,,anime
disappointed,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/disappointed.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/disappointed.opus,,
disturbing,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/disturbing.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/disturbing.opus,,
doesHeLookLikeA,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/doesHeLookLikeA.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/doesHeLookLikeA.opus,tellMeMore,
dogofwisdom,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dogofwisdom.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dogofwisdom.opus,,
dogwithabanana,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dogwithabanana.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dogwithabanana.opus,,
doit,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/doit.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/doit.opus,,
doitlive,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/doitlive.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/doitlive.opus,bill,
dollarydoos,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dollarydoos.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dollarydoos.opus,,
dontDoIT,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dontDoIT.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dontDoIT.opus,,india
doot,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/doot.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/doot.opus,,
dothemario,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dothemario.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dothemario.opus,,
doyouknowtheway,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/doyouknowtheway.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/doyouknowtheway.opus,"theway, dawey, dewey",
dozens,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dozens.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dozens.opus,,
dracula,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dracula.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dracula.opus,,
drax,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/drax.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/drax.opus,sklounst,
drax2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/drax2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/drax2.opus,nothinggoesovermyhead,
dream,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dream.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dream.opus,haveyouever,
dreymontthecurious,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dreymontthecurious.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dreymontthecurious.opus,curious,
droopsnoot,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/droopsnoot.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/droopsnoot.opus,"droop, snoot",
drunktaylor,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/drunktaylor.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/drunktaylor.opus,,taylorswift
dusty,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dusty.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dusty.opus,"cute, hairuneven",
dyrusomg,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/dyrusomg.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/dyrusomg.opus,aah3,
easports,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/easports.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/easports.opus,,
eatadick,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/eatadick.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/eatadick.opus,"kick, kicked",
eatthepudding,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/eatthepudding.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/eatthepudding.opus,pudding,simpsons
ech,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ech.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ech.opus,,
economics,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/economics.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/economics.opus,,
ecuador,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ecuador.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ecuador.opus,,
elfpractice,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/elfpractice.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/elfpractice.opus,,
elite,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/elite.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/elite.opus,,
EmotionalIntelligence,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/EmotionalIntelligence.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/EmotionalIntelligence.opus,"eq, ei",
empire,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/empire.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/empire.opus,,starwars
enemies,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/enemies.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/enemies.opus,"degenerate, enemy",alexjones
energylevel,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/energylevel.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/energylevel.opus,"crescendo, finale, coupdegras",alexjones
enigma,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/enigma.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/enigma.opus,,spongebob
ericandre,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ericandre.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ericandre.opus,"wellberightback, brb",
ericandre2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ericandre2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ericandre2.opus,brave,
everagain,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/everagain.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/everagain.opus,hatori,
everyone,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/everyone.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/everyone.opus,getinhere,hearthstone
EvilLaugh,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/EvilLaugh.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/EvilLaugh.opus,,laugh
expensive,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/expensive.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/expensive.opus,,
faces,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/faces.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/faces.opus,,hearthstone
failedMe,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/failedMe.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/failedMe.opus,lastTime,starwars
familiar,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/familiar.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/familiar.opus,"familiarfaces, madworld",
fast,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fast.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fast.opus,"gofast, gottago, gottagofast",
fatalbert,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fatalbert.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fatalbert.opus,,
FireOnThatMan,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/FireOnThatMan.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/FireOnThatMan.opus,"everygun, fotm",starwars
fitnessgrampacertest,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fitnessgrampacertest.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fitnessgrampacertest.opus,"swift, pacer, fitnessgram",taylorswift
five,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/five.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/five.opus,,day9
flickity,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/flickity.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/flickity.opus,dickity,
florida,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/florida.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/florida.opus,,
flute,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/flute.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/flute.opus,,
folkalex,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/folkalex.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/folkalex.opus,,alexjones
folkalex2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/folkalex2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/folkalex2.opus,,alexjones
foolme,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/foolme.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/foolme.opus,"foolmeonce, foolgeorgebush, georgebush, fool",politician
fools,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fools.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fools.opus,,
fork,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fork.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fork.opus,,
freerealestate,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/freerealestate.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/freerealestate.opus,realestate,
fries,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fries.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fries.opus,,
frontallobotomy,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/frontallobotomy.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/frontallobotomy.opus,"bottleinfrontofme, lobotomy",
fuckoff2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fuckoff2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fuckoff2.opus,,
fuckthis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fuckthis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fuckthis.opus,"ftsio, imout",
future,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/future.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/future.opus,"futureIsNow, oldman",
future2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/future2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/future2.opus,,spongebob
future3,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/future3.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/future3.opus,,
fuzzball,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/fuzzball.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/fuzzball.opus,,starwars
gameover,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gameover.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gameover.opus,,
gandalf,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gandalf.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gandalf.opus,,lotr
gangsta,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gangsta.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gangsta.opus,,rap
garbage,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/garbage.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/garbage.opus,hello4,hello
gay,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gay.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gay.opus,,gay
gay2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gay2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gay2.opus,,gay
gay9,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gay9.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gay9.opus,,gay
genitals,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/genitals.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/genitals.opus,,
george,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/george.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/george.opus,,
getgot,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/getgot.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/getgot.opus,,
ghostcock,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ghostcock.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ghostcock.opus,"veganbacon, weirdtexture",
glassceiling,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/glassceiling.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/glassceiling.opus,"oppressedgroup, oppressedgroups, gamers",
gloryholes,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gloryholes.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gloryholes.opus,,
gnome,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gnome.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gnome.opus,,
goat,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/goat.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/goat.opus,,taylorswift
goblin,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/goblin.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/goblin.opus,,alexjones
godandanime,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/godandanime.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/godandanime.opus,"anime2, power3",anime
gohome,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gohome.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gohome.opus,,
goku,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/goku.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/goku.opus,,"anime,rap"
gold,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gold.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gold.opus,memesaregold,alexjones
Goldbond,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/Goldbond.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/Goldbond.opus,FootPowderSpray,
gongaga,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gongaga.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gongaga.opus,megongaga,
gonnacry,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gonnacry.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gonnacry.opus,,
goo,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/goo.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/goo.opus,,
goodperson,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/goodperson.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/goodperson.opus,,
goofy,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/goofy.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/goofy.opus,,
gotcha,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gotcha.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gotcha.opus,,
gotchabitch,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gotchabitch.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gotchabitch.opus,gotcha2,
GotHeem,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/GotHeem.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/GotHeem.opus,GotHim,
greatergood,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/greatergood.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/greatergood.opus,,
green,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/green.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/green.opus,creativecolor,
grownman,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/grownman.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/grownman.opus,,
gunbuster,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/gunbuster.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/gunbuster.opus,,anime
hacking,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hacking.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hacking.opus,,
hagrid,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hagrid.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hagrid.opus,friendofhagrid,
haHAA,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/haHAA.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/haHAA.opus,,laugh
hahGay,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hahGay.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hahGay.opus,gay5,"gay,laugh"
hank2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hank2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hank2.opus,"propane, hankhill, isellpropane",kingofthehill
hardinthepaint,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hardinthepaint.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hardinthepaint.opus,,rap
Hasa,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/Hasa.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/Hasa.opus,"HasaDiga, Mormon",
hate,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hate.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hate.opus,,
hauntedsonic,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hauntedsonic.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hauntedsonic.opus,,
heehee,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/heehee.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/heehee.opus,,laugh
Hello,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/Hello.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/Hello.opus,ElderPrice,hello
hello2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hello2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hello2.opus,,hello
hello3,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hello3.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hello3.opus,"bady, callmeanytime",hello
hello5,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hello5.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hello5.opus,hellothere,hello
HeMan,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/HeMan.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/HeMan.opus,,
hesdead,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hesdead.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hesdead.opus,hesdeadjim,
hesitate,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hesitate.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hesitate.opus,,
heysong,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/heysong.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/heysong.opus,,simpsons
HighGround,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/HighGround.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/HighGround.opus,ItsOverAnakin,starwars
himnotme,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/himnotme.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/himnotme.opus,,lazytown
homeimprovement,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/homeimprovement.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/homeimprovement.opus,grunt,
horn,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/horn.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/horn.opus,"priceisright, sadtrombone",
hotchicken,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hotchicken.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hotchicken.opus,,
hotdog,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hotdog.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hotdog.opus,"hank, hotdog.jpeg, jpeg, jpg",kingofthehill
howLongCanThisGoOn,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/howLongCanThisGoOn.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/howLongCanThisGoOn.opus,howlong,hearthstone
hugepenis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/hugepenis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/hugepenis.opus,,"hearthstone,day9"
humanmusic,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/humanmusic.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/humanmusic.opus,rick3,
humanspirit,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/humanspirit.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/humanspirit.opus,"never, neverever, neverwin",
iamthecaptain,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/iamthecaptain.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/iamthecaptain.opus,"captain, lookatme",
IBelieve,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/IBelieve.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/IBelieve.opus,1978,
idgaf,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/idgaf.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/idgaf.opus,"idgafkendrick, elementkendrick, idontgiveafuck",rap
idiotsandwich,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/idiotsandwich.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/idiotsandwich.opus,,
ifhedies,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ifhedies.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ifhedies.opus,hedies,
ignorantslut,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ignorantslut.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ignorantslut.opus,,
ilikeguns,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ilikeguns.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ilikeguns.opus,"fuckoff, fuckoffilikeguns, jimjefferies",
illusion,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/illusion.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/illusion.opus,,arrested
imarriedaman,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/imarriedaman.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/imarriedaman.opus,gamer,kingofthehill
imbad,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/imbad.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/imbad.opus,bad,
imblue,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/imblue.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/imblue.opus,,
