name,url,path,aliases,tags
imdabes,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/imdabes.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/imdabes.opus,,
imgay,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/imgay.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/imgay.opus,gay3,gay
imin,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/imin.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/imin.opus,sonofabitch,
immafuckya,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/immafuckya.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/immafuckya.opus,,
imzack,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/imzack.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/imzack.opus,zack4,
inconceivable,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/inconceivable.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/inconceivable.opus,,
indiandab,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/indiandab.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/indiandab.opus,"ddab, dab2",india
indiandab2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/indiandab2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/indiandab2.opus,dab3,india
ipa,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ipa.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ipa.opus,,
ironic,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ironic.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ironic.opus,,starwars
isis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/isis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/isis.opus,"nicest, mutherfreakin",
isp,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/isp.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/isp.opus,,
itiswhatitis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/itiswhatitis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/itiswhatitis.opus,,
itsgucci,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/itsgucci.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/itsgucci.opus,gucci,rap
itsworking,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/itsworking.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/itsworking.opus,working,starwars
ivefallen,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ivefallen.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ivefallen.opus,,
iwannalive,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/iwannalive.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/iwannalive.opus,,badacting
james,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/james.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/james.opus,wutang,
jane,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/jane.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/jane.opus,,
jazz,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/jazz.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/jazz.opus,,
jedi,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/jedi.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/jedi.opus,,starwars
jeff,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/jeff.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/jeff.opus,mynamejeff,
jerbs,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/jerbs.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/jerbs.opus,,
johnmulaney,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/johnmulaney.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/johnmulaney.opus,,
judgement,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/judgement.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/judgement.opus,judgementknightsof,anime
jurassicpark,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/jurassicpark.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/jurassicpark.opus,"jurassicparkmelodica, melodica, jpmelodica, jurassic",
kappa,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/kappa.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/kappa.opus,,india
katana,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/katana.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/katana.opus,"katanaunveiling, unveiling",
kermit,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/kermit.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/kermit.opus,,
khan,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/khan.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/khan.opus,kirk,
killing,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/killing.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/killing.opus,,
killing2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/killing2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/killing2.opus,kill2,
killurself,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/killurself.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/killurself.opus,"kys, killyourself","suicidal,problematic"
killurself2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/killurself2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/killurself2.opus,"giantfaggot, kys2","suicidal,problematic"
kiss,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/kiss.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/kiss.opus,,
kisskiss,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/kisskiss.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/kisskiss.opus,fallinlove,anime
knife,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/knife.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/knife.opus,itsaknife,
kuzcospoison,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/kuzcospoison.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/kuzcospoison.opus,kuzco,
kyloren,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/kyloren.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/kyloren.opus,"shredded, 8pack, punkbitch",starwars
ladidadida,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ladidadida.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ladidadida.opus,"ladida, slobonmiknob, slob",rap
laffytaffy,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/laffytaffy.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/laffytaffy.opus,,
lamp,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lamp.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lamp.opus,,anime
largerman,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/largerman.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/largerman.opus,"evenlargerman, jadedruid, jade","hearthstone,day9"
laugh,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/laugh.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/laugh.opus,"nien, hehe",laugh
lean,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lean.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lean.opus,,simpsons
lean2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lean2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lean2.opus,"youngthuglean, yglean, youngthug",
leedle,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/leedle.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/leedle.opus,,spongebob
lemmesmash,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lemmesmash.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lemmesmash.opus,,
lemmiwinks,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lemmiwinks.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lemmiwinks.opus,,
lessismore,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lessismore.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lessismore.opus,,
letskilldaho,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/letskilldaho.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/letskilldaho.opus,"bitch2, act3",anime
library,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/library.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/library.opus,,
lifestyle,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lifestyle.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lifestyle.opus,,rap
lightsoff,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lightsoff.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lightsoff.opus,,politician
likesonic,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/likesonic.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/likesonic.opus,,
limp,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/limp.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/limp.opus,,
lincoln,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lincoln.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lincoln.opus,,
lisaneedsbraces,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lisaneedsbraces.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lisaneedsbraces.opus,"dentalplan, braces",simpsons
loads,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/loads.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/loads.opus,"loadsamoney, loadsofemone, loadsofmoney, probly",
loser,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/loser.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/loser.opus,,
loser2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/loser2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/loser2.opus,"losers, uglylosers, enemy2, enemies2",alexjones
love,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/love.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/love.opus,,
lump,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/lump.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/lump.opus,,
madeingeorgia,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/madeingeorgia.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/madeingeorgia.opus,georgia,
magazine,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/magazine.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/magazine.opus,,
magnumdong,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/magnumdong.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/magnumdong.opus,,
magnumdong2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/magnumdong2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/magnumdong2.opus,cutMyLife,
marbles,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/marbles.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/marbles.opus,"losemymarbles, sammymarbles",
matt,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/matt.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/matt.opus,"mattsucks, matthew",
meat,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/meat.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/meat.opus,,lotr
mernin,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mernin.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mernin.opus,,
mesothelioma,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mesothelioma.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mesothelioma.opus,,
mikepenis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mikepenis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mikepenis.opus,,
milhouse,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/milhouse.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/milhouse.opus,,simpsons
milk,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/milk.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/milk.opus,,
mine,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mine.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mine.opus,,
mingming,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mingming.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mingming.opus,ming,
mistake,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mistake.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mistake.opus,hugemistake,arrested
mjcig,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mjcig.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mjcig.opus,,arrested
moleman,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/moleman.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/moleman.opus,"mole, gay7",gay
mongo,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mongo.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mongo.opus,pawn,
monstrosity,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/monstrosity.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/monstrosity.opus,,
moonmen,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/moonmen.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/moonmen.opus,"goodbyemoonmen, goodbye",bye
more,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/more.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/more.opus,,starwars
mormonjesus,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mormonjesus.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mormonjesus.opus,,
motherrussia,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/motherrussia.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/motherrussia.opus,,
mountaindew2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mountaindew2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mountaindew2.opus,"dewbaby, shaun",
MovesAreWeak,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/MovesAreWeak.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/MovesAreWeak.opus,"weakmoves, moves",
mrburns,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mrburns.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mrburns.opus,,simpsons
mushroom,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mushroom.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mushroom.opus,giantmushroom,airbender
myHouse,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/myHouse.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/myHouse.opus,notInMyHouse,
myjob,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/myjob.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/myjob.opus,"sir, backup, letmedomyjob, backupsir, atlantasir",
mylife,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mylife.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mylife.opus,,
myman,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/myman.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/myman.opus,,
mymemes,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mymemes.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mymemes.opus,,
mysong,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mysong.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mysong.opus,,
mysteriouschallenger,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/mysteriouschallenger.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/mysteriouschallenger.opus,whoami2,hearthstone
nani,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nani.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nani.opus,,anime
narp,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/narp.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/narp.opus,no5,no
nationwide,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nationwide.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nationwide.opus,,
needanything,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/needanything.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/needanything.opus,,
needjesus,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/needjesus.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/needjesus.opus,,
net,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/net.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/net.opus,"whenisaygo, readytothrow, throw",lazytown
neverknow,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/neverknow.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/neverknow.opus,youneverknow,
neversurrender,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/neversurrender.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/neversurrender.opus,,politician
neversurrender2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/neversurrender2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/neversurrender2.opus,,politician
nevertrustabunny,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nevertrustabunny.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nevertrustabunny.opus,bunny,
nice,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nice.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nice.opus,,
nightman,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nightman.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nightman.opus,,
nipples,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nipples.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nipples.opus,"enchilada, fistnipples, nipplestheenchilada",
no,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/no.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/no.opus,,no
no3,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/no3.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/no3.opus,,no
no4,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/no4.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/no4.opus,,no
NoLuke,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/NoLuke.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/NoLuke.opus,no2,"no,starwars"
noneshallpass,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/noneshallpass.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/noneshallpass.opus,blackknight,
nootnoot,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nootnoot.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nootnoot.opus,noot,
noron,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/noron.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/noron.opus,,
nospam,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nospam.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nospam.opus,"nospamerino, chaterino, spamerino",
notallowed,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notallowed.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notallowed.opus,"pleaseenough, enough",
notblack,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notblack.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notblack.opus,,
notfair,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notfair.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notfair.opus,,starwars
notGonnaGo,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notGonnaGo.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notGonnaGo.opus,alongwithit,alexjones
NotGonnaHappen,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/NotGonnaHappen.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/NotGonnaHappen.opus,"TedCruz, ZodiacKiller",politician
nothing,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nothing.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nothing.opus,,
notif,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notif.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notif.opus,"notifanything, notifanythingtosayaboutit, anythingtosayaboutit, yoda, anythingtosay",starwars
NoTime,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/NoTime.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/NoTime.opus,NoTimeForThat,
notinmyhouse2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notinmyhouse2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notinmyhouse2.opus,,
notLikeThis,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notLikeThis.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notLikeThis.opus,,
notOk,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notOk.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notOk.opus,"cancer, thisiscancer",
notthedab,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notthedab.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notthedab.opus,"dab4, overwatchdab",
notToday,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/notToday.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/notToday.opus,,
noyeezy,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/noyeezy.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/noyeezy.opus,,
numanuma,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/numanuma.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/numanuma.opus,,
nuts,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nuts.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nuts.opus,,
nutshack,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/nutshack.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/nutshack.opus,,
ogmaco,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ogmaco.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ogmaco.opus,uguessedit,
ohgod,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ohgod.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ohgod.opus,,badacting
ohgrace,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ohgrace.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ohgrace.opus,,
ohhimark,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ohhimark.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ohhimark.opus,,
ohmygod,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ohmygod.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ohmygod.opus,trolls2,badacting
ohno,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ohno.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ohno.opus,,
ohok,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ohok.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ohok.opus,,
okay,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/okay.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/okay.opus,ok,rap
oldman2,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/oldman2.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/oldman2.opus,,spongebob
omaewa,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/omaewa.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/omaewa.opus,,anime
omg,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/omg.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/omg.opus,,
onions,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/onions.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/onions.opus,,shrek
onlygame,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/onlygame.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/onlygame.opus,,
onlyone,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/onlyone.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/onlyone.opus,"stillonlycounts, onlycounts",lotr
ook,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/ook.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/ook.opus,ookyouinthedooker,wow
oowee,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/oowee.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/oowee.opus,,
OPAF,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/OPAF.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/OPAF.opus,moira,overwatch
oppressed,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/oppressed.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/oppressed.opus,oppressedgamers,
orc,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/orc.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/orc.opus,"kindoforc, notthatkindoforc","wow,no"
order66,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/order66.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/order66.opus,executeorder66,
pangea,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/pangea.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/pangea.opus,,
paperplanes,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/paperplanes.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/paperplanes.opus,,
partly,https://memebot.nyc3.cdn.digitaloceanspaces.com/memebot/audio/partly.opus,C:/Class Documents/DL/project/audio_data_downloader/memlife/partly.opus,"godsplan, drake",
