name,tags,audio_url,page_url,file_path
Nope,"MP3,Original,download,PS4,GamerGirl,Cute,Quotes,Lines,Sayings,Fix",https://www.voicy.network/Content/Clips/Sound/b80c965e-019c-4af1-8c51-1a229304e353.mp3,https://www.voicy.network/clips/ijM8zGPobEa3vuSxdzu_Mg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/b80c965e-019c-4af1-8c51-1a229304e353.mp3
UI - Wakesound,"MP3,Original,download,Amazon,Alexa,Devices,SmartHome,SoundFX,SoundEffects,SFX,tech,Technology,Innovation",https://www.voicy.network/Content/Clips/Sound/04ecafb5-afa2-43f2-b5ac-a38f159cb390.mp3,https://www.voicy.network/clips/zSK8iGM2HEqKJv-XQtf4Iw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/04ecafb5-afa2-43f2-b5ac-a38f159cb390.mp3
Onii-Chan Audio73,"MP3,Original,download,Oniichan,Cute,Anime,Family,Brother,Hentai,Sayings",https://www.voicy.network/Content/Clips/Sound/517c51e3-7b44-4870-9876-30092af20048.mp3,https://www.voicy.network/clips/S4o-9leO-EO5T1vxhi0Z7Q,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/517c51e3-7b44-4870-9876-30092af20048.mp3
Among Us voted out (rejected),"AmongUs,among,us,Game,Games,Gaming,Twitch,streaming,Space,Imposter,ejected",https://www.voicy.network/Content/Clips/Sound/b85b965e-9f88-4d6e-8397-0b91c4fdf7cc.mp3,https://www.voicy.network/clips/QYtGajKtl0Ggtv_qn9rEsw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/b85b965e-9f88-4d6e-8397-0b91c4fdf7cc.mp3
Woah,"MP3,Original,download,CoffinDance,Dancing,Pallbearers,Coffin,Africa,Ghana,Meme,Music,Song,Viral,Accident,Remix,Crew",https://www.voicy.network/Content/Clips/Sound/f6473c10-9d33-4d7c-96b5-e8472089466d.mp3,https://www.voicy.network/clips/VLz_gNuT7kOfy551f2wUKQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/f6473c10-9d33-4d7c-96b5-e8472089466d.mp3
Spotify 10,"MP3,Original,download,Spotify,SoundEffects,SFX,SoundFX,Music",https://www.voicy.network/Content/Clips/Sound/e23e675e-40db-4f3a-91b4-7fcc606f10ff.mp3,https://www.voicy.network/clips/lH5U2uUIokqg5QMopABPSw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/e23e675e-40db-4f3a-91b4-7fcc606f10ff.mp3
oo,Intro,https://www.voicy.network/Content/Clips/Sound/1fad38f5-7724-4648-be00-39d68bc2f508.mp3,https://www.voicy.network/clips/Cc5crEyNz026B6aHtb2rsw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/1fad38f5-7724-4648-be00-39d68bc2f508.mp3
HELLO GUYS IT JOBAN,"Meme,discotime,memesounboard",https://www.voicy.network/Content/Clips/Sound/609b63d3-059d-483f-b5b9-45d22e4bc317.mp3,https://www.voicy.network/clips/PizVpOu5_USUfa8uyg2F4Q,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/609b63d3-059d-483f-b5b9-45d22e4bc317.mp3
Quagmire Giggity Giggity Alright!,Alright,https://www.voicy.network/Content/Clips/Sound/89f4e177-2b1d-4113-88f2-722de58a21be.mp3,https://www.voicy.network/clips/toWy2a6N-U22DrsaI0tF7A,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/89f4e177-2b1d-4113-88f2-722de58a21be.mp3
Among Us defeat (imposter win),"AmongUs,Imposter,Defeat,Game,Gaming,Games,Twitch,streaming,among,us",https://www.voicy.network/Content/Clips/Sound/452536bc-dad8-425c-8dc0-f4759e3073b7.mp3,https://www.voicy.network/clips/M5gOHetdMUyMCHTVANx5nw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/452536bc-dad8-425c-8dc0-f4759e3073b7.mp3
Howard The Alien [EARRAPE],kl,https://www.voicy.network/Content/Clips/Sound/1b5daaf3-f686-44c4-b61f-b353619e1532.mp3,https://www.voicy.network/clips/QUmuYkcVo0uAy3qfoUG5tQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/1b5daaf3-f686-44c4-b61f-b353619e1532.mp3
I Would Build A Great Wall (Song),Trump,https://www.voicy.network/Content/Clips/Sound/e401ab99-a0f6-4842-8cbc-b963c4030a15.mp3,https://www.voicy.network/clips/IRfhWxh9CUmf_wffzb0t-g,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/e401ab99-a0f6-4842-8cbc-b963c4030a15.mp3
DONT CLICK,PLSDONT,https://www.voicy.network/Content/Clips/Sound/6ab633e1-6a56-4ae0-a08a-29ddbe823e50.mp3,https://www.voicy.network/clips/L1gbvOio1U21nknHXELzpA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/6ab633e1-6a56-4ae0-a08a-29ddbe823e50.mp3
Among Us victory (crewmate win),"AmongUs,among,us,Victory,finish,Game,Gaming,Games,Imposter,Twitch,streaming",https://www.voicy.network/Content/Clips/Sound/b990dde5-a312-4a09-ae82-11fa7f49c42a.mp3,https://www.voicy.network/clips/VUozfHAQmEmAOtdkmWzVmA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/b990dde5-a312-4a09-ae82-11fa7f49c42a.mp3
Chat shit get banged u fucking nonce,y,https://www.voicy.network/Content/Clips/Sound/3ae5aaf7-3a1e-4bfb-a745-b4fac8ae70ac.mp3,https://www.voicy.network/clips/I21ktyvXjkOrum-UpVSxlQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/3ae5aaf7-3a1e-4bfb-a745-b4fac8ae70ac.mp3
Donald Duck Having A Stroke,"Donald,Duck,DonaldDuck,Disney,ducktales",https://www.voicy.network/Content/Clips/Sound/aa74ab47-7d5f-4a3b-8dff-eb04b92e7e33.mp3,https://www.voicy.network/clips/pkDeVTqqg0iPmTYqXvYYrw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/aa74ab47-7d5f-4a3b-8dff-eb04b92e7e33.mp3
You 2,"MP3,Original,download,Fortress,Fortress2,Games,TeamFortress,Memes,Quotes,Sayings,Lines",https://www.voicy.network/Content/Clips/Sound/a5fd68c8-d31d-489f-9e5e-9d38012c979e.mp3,https://www.voicy.network/clips/AdF0VSZNNECHdwUjpvPjNA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/a5fd68c8-d31d-489f-9e5e-9d38012c979e.mp3
You sure you didn't run the speedometer bat,"MP3,Original,download,AngryGrandpa,CharlesGreen,Angry,TheAngryGrandpaShow,GrandpasCorner,GrandpasArmy",https://www.voicy.network/Content/Clips/Sound/a8361c60-a24f-4e10-9b34-e7d67dd627ff.mp3,https://www.voicy.network/clips/-w0QlgvclUOlne2Ohz1Ipg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/a8361c60-a24f-4e10-9b34-e7d67dd627ff.mp3
Among Us vent in,"AmongUs,among,us,Game,Games,Gaming,Imposter,Vent,Jump,Twitch,streaming",https://www.voicy.network/Content/Clips/Sound/c77c4387-03ef-43cd-97ea-3d898635521f.mp3,https://www.voicy.network/clips/h0PYFB8-W0ipLCD2QxoXFQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/c77c4387-03ef-43cd-97ea-3d898635521f.mp3
FBI OPEN UP!,"fbi,Memes,LoL",https://www.voicy.network/Content/Clips/Sound/3521d96a-9924-4112-b9e1-833fa9323610.mp3,https://www.voicy.network/clips/CEbPlNQMNkeBEoq7p8S6XQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/3521d96a-9924-4112-b9e1-833fa9323610.mp3
wierd,Weird,https://www.voicy.network/Content/Clips/Sound/8e63fa4e-f287-45ab-80ba-f02e680728f6.mp4,https://www.voicy.network/clips/VpwURDUQv0WKUCZ99eQ18g,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/8e63fa4e-f287-45ab-80ba-f02e680728f6.mp4
Why didn't you call me pt1,"MP3,Original,download,Thor,Ragnarok,Chris,Hemsworth,ChrisHemsworth,Marvel,Superhero,Superpowers,avengers,Quotes,Sayings",https://www.voicy.network/Content/Clips/Sound/94efe2fc-a01e-42a5-a80b-856039c6a229.mp3,https://www.voicy.network/clips/jPMWl-8hREq-5qm2rNsORw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/94efe2fc-a01e-42a5-a80b-856039c6a229.mp3
Onii-Chan Audio70,"MP3,Original,download,Oniichan,Cute,Anime,Family,Brother,Hentai,Sayings",https://www.voicy.network/Content/Clips/Sound/14979a42-0d89-4425-a4bb-bce15ad5cb3d.mp3,https://www.voicy.network/clips/xbZzCicEZEeV200oKFeOVQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/14979a42-0d89-4425-a4bb-bce15ad5cb3d.mp3
Among Us - vote out lava drop,"AmongUs,Death,Imposter,Games,Gamer,SoundEffect,SFX,SoundFX,Lava",https://www.voicy.network/Content/Clips/Sound/f55ae1db-a531-4f93-9438-dc6fddb648ef.mp3,https://www.voicy.network/clips/9jx7FE57yESzc_eazYnluA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/f55ae1db-a531-4f93-9438-dc6fddb648ef.mp3
25 Bruh Sound Effect Variations in 60 SECONDS,Bruh,https://www.voicy.network/Content/Clips/Sound/294fe80f-af8e-4352-9609-d7f975de0372.mp3,https://www.voicy.network/clips/f9T_0VlnmEWb46ebAhXvyw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/294fe80f-af8e-4352-9609-d7f975de0372.mp3
Among Us meme 1,"Meme,AmongUs",https://www.voicy.network/Content/Clips/Sound/c5a6947b-9fd5-40f7-876a-61f6c9ccba62.mp3,https://www.voicy.network/clips/VV1qdVCTFkySSk_ShSMJ2g,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/c5a6947b-9fd5-40f7-876a-61f6c9ccba62.mp3
Monsters inc. Theme (Bass Boosted) (Earrape),"hjskjv,szdf,jvca,vn",https://www.voicy.network/Content/Clips/Sound/47abf094-9726-4b24-9539-08c35b4d0e39.mp3,https://www.voicy.network/clips/gIf8ZbK16UK7xI2yJ63BRQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/47abf094-9726-4b24-9539-08c35b4d0e39.mp3
| SpongeBob,Spongebob,https://www.voicy.network/Content/Clips/Sound/55f7da3b-89fe-42ea-93c1-005ea6d0ef17.mp3,https://www.voicy.network/clips/lrWmIrE0Wk6IuKDTBKOcJg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/55f7da3b-89fe-42ea-93c1-005ea6d0ef17.mp3
Good bye,"MP3,Original,download,PS4,GamerGirl,Cute,Quotes,Lines,Sayings,Fix",https://www.voicy.network/Content/Clips/Sound/0ac041e7-6c3f-4416-aaa2-8a31579b1a30.mp3,https://www.voicy.network/clips/Ix_Y-_ttFkOuQU0wQ7UhJA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/0ac041e7-6c3f-4416-aaa2-8a31579b1a30.mp3
Not really,"MP3,Original,download,PS4,GamerGirl,Cute,Quotes,Lines,Sayings,Fix",https://www.voicy.network/Content/Clips/Sound/d07eb53f-683a-4e7c-a3f9-40532ed7ec46.mp3,https://www.voicy.network/clips/cC7TrQWUh0C356PJiEGblA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/d07eb53f-683a-4e7c-a3f9-40532ed7ec46.mp3
Confirm Vote Among Us,"Confirm,AmongUs,videogame,vote,confirmvote",https://www.voicy.network/Content/Clips/Sound/cb4a0d92-1fd3-4430-912c-58f1a8bca67e.mp3,https://www.voicy.network/clips/MPK3G6RFzEGN54cEUaPX-Q,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/cb4a0d92-1fd3-4430-912c-58f1a8bca67e.mp3
Hey thanks,"MP3,Original,download,PS4,GamerGirl,Cute,Quotes,Lines,Sayings,Fix",https://www.voicy.network/Content/Clips/Sound/d86c808e-fcec-4dd4-8e56-df8cfede6eae.mp3,https://www.voicy.network/clips/qShrnRtUJ0CFdYNicfwTSg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/d86c808e-fcec-4dd4-8e56-df8cfede6eae.mp3
Never Gonna Give You Up [EARRAPE],Meme,https://www.voicy.network/Content/Clips/Sound/dbfc7221-4a90-4874-ba71-2da4e4081e7d.mp3,https://www.voicy.network/clips/1YE69rGK-k_tc3fV_JmWgQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/dbfc7221-4a90-4874-ba71-2da4e4081e7d.mp3
Can I put my,Yo,https://www.voicy.network/Content/Clips/Sound/cb563cfe-471b-4138-82b6-061bee79298c.mp3,https://www.voicy.network/clips/tL15YFHSgkaQd_rjKoY3gw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/cb563cfe-471b-4138-82b6-061bee79298c.mp3
Onii-Chan Audio68,"MP3,Original,download,Oniichan,Cute,Anime,Family,Brother,Hentai,Sayings",https://www.voicy.network/Content/Clips/Sound/0c70f20f-61ec-4a7d-8b6b-2928537154f3.mp3,https://www.voicy.network/clips/1zQex6tRvEy5YvQqdn25Cg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/0c70f20f-61ec-4a7d-8b6b-2928537154f3.mp3
hey guys welcome to my Minecraft let’s play,Hello,https://www.voicy.network/Content/Clips/Sound/c6ae0e83-7988-4212-8f1a-d47e613fadb6.mp3,https://www.voicy.network/clips/tRcw8GJdj0ii-fAPo8VYeg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/c6ae0e83-7988-4212-8f1a-d47e613fadb6.mp3
Among Us vent out,"AmongUs,among,us,Vent,Jump,Game,Games,Gaming,Twitch,Imposter,streaming",https://www.voicy.network/Content/Clips/Sound/2c05f76b-191b-499d-be79-e4901019fc20.mp3,https://www.voicy.network/clips/wwb1n0HiukmkQXLhirb_zQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/2c05f76b-191b-499d-be79-e4901019fc20.mp3
Among Us - going out of vent,"AmongUs,SoundFX,SFX,Imposter,Games,Twitch,Gamers",https://www.voicy.network/Content/Clips/Sound/6efcd177-a9b6-436c-8bb9-cc78cefa07f8.mp3,https://www.voicy.network/clips/4plOJEHu0kqMyhHQsuPfag,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/6efcd177-a9b6-436c-8bb9-cc78cefa07f8.mp3
FaZe Jev,Yo,https://www.voicy.network/Content/Clips/Sound/5a367945-43d0-4058-ade5-e89cb6ff93fb.mp3,https://www.voicy.network/clips/7xbdknb6k0ea3oRCVbMc2A,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/5a367945-43d0-4058-ade5-e89cb6ff93fb.mp3
Yah,"MP3,Original,download,Fortress,Fortress2,Games,TeamFortress,Memes,Quotes,Sayings,Lines",https://www.voicy.network/Content/Clips/Sound/fc63cc90-181d-4170-86e9-ed837d3495cf.mp3,https://www.voicy.network/clips/K2vsPOzVqUqujaeqevF4-Q,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/fc63cc90-181d-4170-86e9-ed837d3495cf.mp3
Your mom is fat 2,"MP3,Original,download,XQcOW,XQc,Flix,LengyelTwitch,Quotes,Screaming,streaming,Yelling,Overwatch,FlixLengyel,Youtuber,Youtube",https://www.voicy.network/Content/Clips/Sound/51362c44-cb84-402f-b04b-e2bd5e3f2013.mp3,https://www.voicy.network/clips/koDtK9W3XUit9MzVbDK8FA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/51362c44-cb84-402f-b04b-e2bd5e3f2013.mp3
Your boy,Cool,https://www.voicy.network/Content/Clips/Sound/de8c17c2-fbea-4f2e-a6ad-852533454daf.mp3,https://www.voicy.network/clips/ULZBWPLEq0Owi_FAbiFyyQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/de8c17c2-fbea-4f2e-a6ad-852533454daf.mp3
Sounds Of Love,Love,https://www.voicy.network/Content/Clips/Sound/ae66336c-4121-464a-9635-61c483055b78.mp3,https://www.voicy.network/clips/9egGem2Fg0SEUSeKGs9KAA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/ae66336c-4121-464a-9635-61c483055b78.mp3
Who are you,"MP3,Original,download,Thor,Ragnarok,Chris,Hemsworth,ChrisHemsworth,Marvel,Superhero,Superpowers,avengers,Quotes,Sayings",https://www.voicy.network/Content/Clips/Sound/5fb243f2-d267-415a-959a-b288528b2798.mp3,https://www.voicy.network/clips/JChY_62jmkuOUDE-cMBpyQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/5fb243f2-d267-415a-959a-b288528b2798.mp3
bruh,"Meme,Funny",https://www.voicy.network/Content/Clips/Sound/6030cf22-14d5-42b1-ba0f-cddd7d778d5b.mp3,https://www.voicy.network/clips/AkNDSvnjBk_2XOGCZJOnnw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/6030cf22-14d5-42b1-ba0f-cddd7d778d5b.mp3
Saxo,"MP3,Original,download,CoffinDance,Dancing,Pallbearers,Coffin,Africa,Ghana,Meme,Music,Song,Viral,Accident,Remix,Crew",https://www.voicy.network/Content/Clips/Sound/832266ad-b810-4fac-b8d0-a9cef4f74e35.mp3,https://www.voicy.network/clips/VJYvmmnAkE6TTYVRn-jQtw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/832266ad-b810-4fac-b8d0-a9cef4f74e35.mp3
Fast Aggressive Dark,LIT,https://www.voicy.network/Content/Clips/Sound/2b025ed3-58dd-42fa-992b-8b3eeed69085.mp3,https://www.voicy.network/clips/Wy7BNzOxvUClJMkKVWVZsQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/2b025ed3-58dd-42fa-992b-8b3eeed69085.mp3
Fuck This Shit I'm Out,jldfjkjfhigfspihfdssf,https://www.voicy.network/Content/Clips/Sound/dbbe92ef-2138-456b-b020-61fed5c040d0.mp3,https://www.voicy.network/clips/65KriOK76UGnkwIH2gU7FA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/dbbe92ef-2138-456b-b020-61fed5c040d0.mp3
Bing,"MP3,Original,download,CoffinDance,Dancing,Pallbearers,Coffin,Africa,Ghana,Meme,Music,Song,Viral,Accident,Remix,Crew",https://www.voicy.network/Content/Clips/Sound/bfd8e753-5683-4073-b6eb-80a10fa390b2.mp3,https://www.voicy.network/clips/h4nGF4ltp0e7j7yhpOduHA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/bfd8e753-5683-4073-b6eb-80a10fa390b2.mp3
I'm gonna do what's called a pro gamer move sound effect,"Pro,Gamer,Move",https://www.voicy.network/Content/Clips/Sound/53e8b908-48bb-489c-b4af-88adad140b3d.mp3,https://www.voicy.network/clips/wK87t0zwnE_pbuEspfEodg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/53e8b908-48bb-489c-b4af-88adad140b3d.mp3
Among Us - door opening,"AmongUs,Sabotaged,Opening,Imposter,Gamer,Games,SFX,SoundEffect,SoundFX",https://www.voicy.network/Content/Clips/Sound/b3b18368-c598-483b-970f-ff1867998bfd.mp3,https://www.voicy.network/clips/i_pqJLFk4ESM8K4Tdc5Sjw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/b3b18368-c598-483b-970f-ff1867998bfd.mp3
i like your skechers,Yeah,https://www.voicy.network/Content/Clips/Sound/cf82bb30-8c50-4aa7-8104-19e986b907f0.mp3,https://www.voicy.network/clips/egcRHYkIxEi9QXvAXQx4VQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/cf82bb30-8c50-4aa7-8104-19e986b907f0.mp3
You got the ford ranger,"MP3,Original,download,AngryGrandpa,CharlesGreen,Angry,TheAngryGrandpaShow,GrandpasCorner,GrandpasArmy",https://www.voicy.network/Content/Clips/Sound/abb7edfb-5252-41ae-80eb-7d807dfcd73c.mp3,https://www.voicy.network/clips/mPC5qyA9aEGdNtgzc_ZncA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/abb7edfb-5252-41ae-80eb-7d807dfcd73c.mp3
Among us medbay scan sound,"among,us,Games,Gaming,Game,Imposter,AmongsUs,medbay,scan,crewmate",https://www.voicy.network/Content/Clips/Sound/c106487d-5b8c-4e77-a0e0-ef28eefdbbcc.mp3,https://www.voicy.network/clips/16CCymfWYE6KLOKfMwAImg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/c106487d-5b8c-4e77-a0e0-ef28eefdbbcc.mp3
Among Us Meme 2,Amongusmeme,https://www.voicy.network/Content/Clips/Sound/159a0d87-9d09-495e-9568-47ad1da8bf3d.mp3,https://www.voicy.network/clips/d3735IW76EaX-y13mbxUPg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/159a0d87-9d09-495e-9568-47ad1da8bf3d.mp3
Roblox OOF Earrape,"Roblox,Oof,earrape,Funny,loud,bassboosted",https://www.voicy.network/Content/Clips/Sound/ea06a306-5af9-459b-bc76-935bd275220b.mp3,https://www.voicy.network/clips/_I3lzyi5z02jdG6bOMwyAw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/ea06a306-5af9-459b-bc76-935bd275220b.mp3
GTA 5 Wasted Sound Effect,"Done,ol,Funny",https://www.voicy.network/Content/Clips/Sound/2edac8f8-b823-4805-bfd2-8b8229ce855a.mp3,https://www.voicy.network/clips/T3Hwk7Qm2UKRCcUELmiuew,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/2edac8f8-b823-4805-bfd2-8b8229ce855a.mp3
Wrong? 2,"MP3,Original,download,Fortress,Fortress2,Games,TeamFortress,Memes,Quotes,Sayings,Lines",https://www.voicy.network/Content/Clips/Sound/b5ca5af4-47b6-4497-892b-945a5abfa08b.mp3,https://www.voicy.network/clips/dVil8KDWZUSXJXl_HvNycA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/b5ca5af4-47b6-4497-892b-945a5abfa08b.mp3
Get ricked rolled,LoL,https://www.voicy.network/Content/Clips/Sound/90cc67bd-5a46-4c33-8283-22084aa0a8b5.mp3,https://www.voicy.network/clips/t2Hn2Jj9VUOv9NUm5RawUg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/90cc67bd-5a46-4c33-8283-22084aa0a8b5.mp3
You know what joke is right ju,"MP3,Original,download,AngryGrandpa,CharlesGreen,Angry,TheAngryGrandpaShow,GrandpasCorner,GrandpasArmy",https://www.voicy.network/Content/Clips/Sound/018e64c5-2e2d-449b-8b7e-e8c6edc100c2.mp3,https://www.voicy.network/clips/FZq_rTh0m0_d7MhlugtkIg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/018e64c5-2e2d-449b-8b7e-e8c6edc100c2.mp3
-__-,Billie,https://www.voicy.network/Content/Clips/Sound/77bff70a-1aec-4892-b7bf-77e225d76652.mp3,https://www.voicy.network/clips/KwVWN9DghkuXdiVPjErYJQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/77bff70a-1aec-4892-b7bf-77e225d76652.mp3
SUCC Sound Effect,Succ,https://www.voicy.network/Content/Clips/Sound/bf8e66ab-44fe-4650-82eb-34260c254fca.mp3,https://www.voicy.network/clips/QC5ngMYNnESOLJTxFeFnmw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/bf8e66ab-44fe-4650-82eb-34260c254fca.mp3
aeuio,aeuio,https://www.voicy.network/Content/Clips/Sound/946721c9-aba7-4ce2-893b-38720b13ec73.wav,https://www.voicy.network/clips/yFx7bxh_w0qg4U3DEPMrsA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/946721c9-aba7-4ce2-893b-38720b13ec73.wav
Where's odin,"MP3,Original,download,Thor,Ragnarok,Chris,Hemsworth,ChrisHemsworth,Marvel,Superhero,Superpowers,avengers,Quotes,Sayings",https://www.voicy.network/Content/Clips/Sound/ee97ecfd-f925-492b-97c8-c00df249cab0.mp3,https://www.voicy.network/clips/R2Up_gvslUWsb0fmx9GJ7A,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/ee97ecfd-f925-492b-97c8-c00df249cab0.mp3
Karen - You are under arrest,"Karen,police,Underarrest,NoImnot",https://www.voicy.network/Content/Clips/Sound/73654127-7802-412c-9f7b-2f6d14887e51.mp3,https://www.voicy.network/clips/YbQ6HBCc7UeRZbs8By0Bfg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/73654127-7802-412c-9f7b-2f6d14887e51.mp3
Moscow Missile Meme [EARRAPE],"Meme,loud,earrape",https://www.voicy.network/Content/Clips/Sound/ade2e488-27db-4450-8778-145a30ec1e7a.mp3,https://www.voicy.network/clips/7b4kFTjhBk67Q8dmzFqgiA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/ade2e488-27db-4450-8778-145a30ec1e7a.mp3
Reverse,"MP3,Original,download,CoffinDance,Dancing,Pallbearers,Coffin,Africa,Ghana,Meme,Music,Song,Viral,Accident,Remix,Crew",https://www.voicy.network/Content/Clips/Sound/8e0aba1d-369a-45dd-95e6-6d8b1c7d9045.mp3,https://www.voicy.network/clips/DpvPzvd7qUGd42pmuPSRNw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/8e0aba1d-369a-45dd-95e6-6d8b1c7d9045.mp3
when your iphone doesn't recognise your face,im,https://www.voicy.network/Content/Clips/Sound/de279891-317a-4f20-91f5-0be12484d3df.mp3,https://www.voicy.network/clips/vbcAhIHP5UajNy_Vu_A_Jw,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/de279891-317a-4f20-91f5-0be12484d3df.mp3
You,"MP3,Original,download,AngryGrandpa,CharlesGreen,Angry,TheAngryGrandpaShow,GrandpasCorner,GrandpasArmy",https://www.voicy.network/Content/Clips/Sound/722f1f39-ce50-4eea-933c-c0b7748a9de8.mp3,https://www.voicy.network/clips/Uerl9iQyL0qqloP1lBljHA,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/722f1f39-ce50-4eea-933c-c0b7748a9de8.mp3
Among Us door opening,"among,us,AmongUs,Door,Opening,Game,Games,Gaming,Twitch,streaming",https://www.voicy.network/Content/Clips/Sound/dd3f1f57-a992-4db4-aa6b-8c00a19720d8.mp3,https://www.voicy.network/clips/aKnTN8xBFkafhKKZ1HI_kQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/dd3f1f57-a992-4db4-aa6b-8c00a19720d8.mp3
Among Us - Fixing Light,"AmongUs,SFX,Imposter,Light,SoundEffect,Gamer,Games",https://www.voicy.network/Content/Clips/Sound/ab759b6e-81f8-4a7b-8f66-a93fb38863ea.mp3,https://www.voicy.network/clips/sc2YQ99AI0urUjwKGZbF6w,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/ab759b6e-81f8-4a7b-8f66-a93fb38863ea.mp3
Among Us - fixing communication,"AmongUs,Imposter,SFX,SoundEffect,SoundFX,Games,Gamer,Twitch,communication",https://www.voicy.network/Content/Clips/Sound/b070b4a6-ef1f-4347-9efe-127beb4cafb3.mp3,https://www.voicy.network/clips/_tATwYVnA0OzVUbGfsXFfg,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/b070b4a6-ef1f-4347-9efe-127beb4cafb3.mp3
Yeah,"MP3,Original,download,AngryGrandpa,CharlesGreen,Angry,TheAngryGrandpaShow,GrandpasCorner,GrandpasArmy",https://www.voicy.network/Content/Clips/Sound/65d632e7-c7a9-4b62-b149-e35f212b7dc1.mp3,https://www.voicy.network/clips/_fWwgngcvUGAmhNzXvegjQ,C:/Class Documents/DL/project/audio_data_downloader/voicy/dataset/65d632e7-c7a9-4b62-b149-e35f212b7dc1.mp3
